R.Time (min)	Intensity
0.00000	-11
0.00833	-11
0.01667	-2
0.02500	0
0.03333	-0
0.04167	-0
0.05000	-0
0.05833	-1
0.06667	-2
0.07500	-2
0.08333	-2
0.09167	-2
0.10000	-1
0.10833	-1
0.11667	-1
0.12500	-1
0.13333	-1
0.14167	-1
0.15000	-1
0.15833	-2
0.16667	-2
0.17500	-2
0.18333	-2
0.19167	-3
0.20000	-2
0.20833	-2
0.21667	-2
0.22500	-3
0.23333	-3
0.24167	-3
0.25000	-3
0.25833	-3
0.26667	-3
0.27500	-3
0.28333	-3
0.29167	-3
0.30000	-3
0.30833	-3
0.31667	-2
0.32500	-3
0.33333	-3
0.34167	-3
0.35000	-3
0.35833	-3
0.36667	-3
0.37500	-3
0.38333	-4
0.39167	-4
0.40000	-4
0.40833	-3
0.41667	-3
0.42500	-3
0.43333	-3
0.44167	-3
0.45000	-4
0.45833	-4
0.46667	-4
0.47500	-4
0.48333	-5
0.49167	-5
0.50000	-5
0.50833	-6
0.51667	-6
0.52500	-6
0.53333	-6
0.54167	-6
0.55000	-6
0.55833	-6
0.56667	-6
0.57500	-6
0.58333	-6
0.59167	-6
0.60000	-6
0.60833	-6
0.61667	-6
0.62500	-6
0.63333	-6
0.64167	-6
0.65000	-6
0.65833	-6
0.66667	-6
0.67500	-6
0.68333	-6
0.69167	-6
0.70000	-6
0.70833	-6
0.71667	-6
0.72500	-6
0.73333	-5
0.74167	-5
0.75000	-5
0.75833	-5
0.76667	-5
0.77500	-5
0.78333	-5
0.79167	-5
0.80000	-5
0.80833	-5
0.81667	-5
0.82500	-6
0.83333	-6
0.84167	-7
0.85000	-7
0.85833	-7
0.86667	-7
0.87500	-7
0.88333	-7
0.89167	-7
0.90000	-7
0.90833	-7
0.91667	-7
0.92500	-7
0.93333	-7
0.94167	-7
0.95000	-7
0.95833	-7
0.96667	-7
0.97500	-6
0.98333	-6
0.99167	-6
1.00000	-5
1.00833	-5
1.01667	-5
1.02500	-6
1.03333	-6
1.04167	-6
