"","int"
"0",0.575
"0.00833581423042572",0.264
"0.0166716284608514",0.009
"0.0250074426912772",0.041
"0.0333432569217029",0.022
"0.0416790711521286",-0.088
"0.0500148853825543",-0.21
"0.0583506996129801",-0.281
"0.0666865138434058",-0.344
"0.0750223280738315",-0.422
"0.0833581423042572",-0.468
"0.0916939565346829",-0.431
"0.100029770765109",-0.389
"0.108365584995534",-0.282
"0.11670139922596",-0.118
"0.125037213456386",0.094
"0.133373027686812",0.282
"0.141708841917237",0.41
"0.150044656147663",0.523
"0.158380470378089",0.582
"0.166716284608514",0.558
"0.17505209883894",0.549
"0.183387913069366",0.516
"0.191723727299792",0.443
"0.200059541530217",0.489
"0.208395355760643",0.597
"0.216731169991069",0.636
"0.225066984221495",0.65
"0.23340279845192",0.65
"0.241738612682346",0.6
"0.250074426912772",0.498
"0.258410241143197",0.438
"0.266746055373623",0.425
"0.275081869604049",0.434
"0.283417683834475",0.43
"0.2917534980649",0.388
"0.300089312295326",0.374
"0.308425126525752",0.347
"0.316760940756177",0.276
"0.325096754986603",0.176
"0.333432569217029",0.12
"0.341768383447455",0.093
"0.35010419767788",0
"0.358440011908306",-0.093
"0.366775826138732",-0.214
"0.375111640369158",-0.327
"0.383447454599583",-0.441
"0.391783268830009",-0.509
"0.400119083060435",-0.534
"0.40845489729086",-0.605
"0.416790711521286",-0.709
"0.425126525751712",-0.75
"0.433462339982138",-0.733
"0.441798154212563",-0.724
"0.450133968442989",-0.665
"0.458469782673415",-0.606
"0.46680559690384",-0.622
"0.475141411134266",-0.636
"0.483477225364692",-0.544
"0.491813039595118",-0.456
"0.500148853825543",-0.428
"0.508484668055969",-0.47
"0.516820482286395",-0.537
"0.52515629651682",-0.635
"0.533492110747246",-0.762
"0.541827924977672",-0.825
"0.550163739208098",-0.834
"0.558499553438523",-0.812
"0.566835367668949",-0.866
"0.575171181899375",-0.862
"0.583506996129801",-0.849
"0.591842810360226",-0.738
"0.600178624590652",-0.721
"0.608514438821078",-0.732
"0.616850253051503",-0.72
"0.625186067281929",-0.639
"0.633521881512355",-0.616
"0.641857695742781",-0.559
"0.650193509973206",-0.53
"0.658529324203632",-0.482
"0.666865138434058",-0.485
"0.675200952664484",-0.572
"0.683536766894909",-0.654
"0.691872581125335",-0.675
"0.700208395355761",-0.724
"0.708544209586186",-0.661
"0.716880023816612",-0.539
"0.725215838047038",-0.409
"0.733551652277464",-0.277
"0.741887466507889",-0.225
"0.750223280738315",-0.243
"0.758559094968741",-0.171
"0.766894909199166",-0.089
"0.775230723429592",0.006
"0.783566537660018",0.121
"0.791902351890444",0.118
"0.800238166120869",0.019
"0.808573980351295",-0.066
"0.816909794581721",-0.089
"0.825245608812146",0.029
"0.833581423042572",0.189
"0.841917237272998",0.263
"0.850253051503424",0.357
"0.858588865733849",0.406
"0.866924679964275",0.425
"0.875260494194701",0.414
"0.883596308425127",0.401
"0.891932122655552",0.461
"0.900267936885978",0.574
"0.908603751116404",0.679
"0.916939565346829",0.609
"0.925275379577255",0.471
"0.933611193807681",0.319
"0.941947008038107",0.162
"0.950282822268532",0.007
"0.958618636498958",-0.057
"0.966954450729384",-0.072
"0.97529026495981",-0.067
"0.983626079190235",-0.075
"0.991961893420661",-0.103
"1.00029770765109",-0.071
"1.00863352188151",0.071
"1.01696933611194",0.173
"1.02530515034236",0.21
"1.03364096457279",0.108
"1.04197677880322",-0.029
"1.05031259303364",-0.089
"1.05864840726407",-0.102
"1.06698422149449",-0.104
"1.07532003572492",-0.122
