"Compound"	"Slope"	"Y.Intercept"	"Peak.start"	"Peak.end"	"my.detector"
"Butyrate"	0.0324176310673725	-0.602284858496875	24.5	26.5	"RID-10A"
"Butanol"	0.0226512630469424	0.682467159230755	43.8	46	"RID-10A"
"Acetone"	0.0750895488036078	0.617775571526603	25.5	27	"RID-10A"
