"","rt","int"
"542",4.51806490026794,3644
"543",4.52639773742185,3724
"544",4.53473057457577,3803
"545",4.54306341172968,3959
"546",4.5513962488836,4086
"547",4.55972908603751,4227
"548",4.56806192319143,4319
"549",4.57639476034534,4288
"550",4.58472759749926,4258
"551",4.59306043465317,4260
"552",4.60139327180709,4271
"553",4.609726108961,4245
"554",4.61805894611491,4177
"555",4.62639178326883,4071
"556",4.63472462042274,4015
"557",4.64305745757666,3937
"558",4.65139029473057,3865
"559",4.65972313188449,3848
"560",4.6680559690384,3831
"561",4.67638880619232,3919
"562",4.68472164334623,4001
"563",4.69305448050015,4060
"564",4.70138731765406,4137
"565",4.70972015480798,4215
"566",4.71805299196189,4237
"567",4.72638582911581,4267
"568",4.73471866626972,4248
"569",4.74305150342364,4225
"570",4.75138434057755,4234
"571",4.75971717773147,4246
"572",4.76805001488538,4204
"573",4.7763828520393,4175
"574",4.78471568919321,4139
"575",4.79304852634713,4096
"576",4.80138136350104,4077
"577",4.80971420065496,4158
"578",4.81804703780887,4219
"579",4.82637987496279,4151
"580",4.8347127121167,4074
"581",4.84304554927062,4068
"582",4.85137838642453,4113
"583",4.85971122357845,4135
"584",4.86804406073236,4206
"585",4.87637689788628,4363
"586",4.88470973504019,4492
"587",4.8930425721941,4597
"588",4.90137540934802,4811
