"","rt","int"
"1",0.01,-953
"2",0.0183328371539149,-278
"3",0.0266656743078297,70
"4",0.0349985114617446,128
"5",0.0433313486156594,206
"6",0.0516641857695743,200
"7",0.0599970229234891,217
"8",0.068329860077404,208
"9",0.0766626972313188,192
"10",0.0849955343852337,278
"11",0.0933283715391486,368
"12",0.101661208693063,409
"13",0.109994045846978,456
"14",0.118326883000893,511
"15",0.126659720154808,515
"16",0.134992557308723,586
"17",0.143325394462638,555
"18",0.151658231616553,481
"19",0.159991068770467,507
"20",0.168323905924382,623
"21",0.176656743078297,666
"22",0.184989580232212,653
"23",0.193322417386127,664
"24",0.201655254540042,696
"25",0.209988091693957,647
"26",0.218320928847871,633
"27",0.226653766001786,678
"28",0.234986603155701,740
"29",0.243319440309616,785
"30",0.251652277463531,855
"31",0.259985114617446,778
"32",0.268317951771361,716
"33",0.276650788925275,649
"34",0.28498362607919,583
"35",0.293316463233105,617
"36",0.30164930038702,591
"37",0.309982137540935,578
"38",0.31831497469485,600
"39",0.326647811848765,551
"40",0.334980649002679,553
"41",0.343313486156594,588
"42",0.351646323310509,513
"43",0.359979160464424,412
"44",0.368311997618339,432
"45",0.376644834772254,475
"46",0.384977671926168,453
"47",0.393310509080083,392
"48",0.401643346233998,331
"49",0.409976183387913,256
"50",0.418309020541828,206
"51",0.426641857695743,128
"52",0.434974694849658,100
"53",0.443307532003573,93
"54",0.451640369157487,55
"55",0.459973206311402,-14
"56",0.468306043465317,-56
"57",0.476638880619232,-168
"58",0.484971717773147,-257
"59",0.493304554927062,-286
"60",0.501637392080976,-394
"61",0.509970229234891,-494
"62",0.518303066388806,-519
"63",0.526635903542721,-443
"64",0.534968740696636,-348
"65",0.543301577850551,-244
"66",0.551634415004466,-147
"67",0.559967252158381,-55
"68",0.568300089312295,20
"69",0.57663292646621,61
"70",0.584965763620125,134
"71",0.59329860077404,195
"72",0.601631437927955,180
"73",0.60996427508187,200
"74",0.618297112235784,162
"75",0.626629949389699,193
"76",0.634962786543614,272
"77",0.643295623697529,305
"78",0.651628460851444,355
"79",0.659961298005359,327
"80",0.668294135159274,312
"81",0.676626972313188,356
