R.Time (min)	Intensity
0.00000	-27
0.00833	-27
0.01667	-0
0.02500	-1
0.03333	-2
0.04167	-2
0.05000	-2
0.05833	-3
0.06667	-3
0.07500	-4
0.08333	-5
0.09167	-5
0.10000	-5
0.10833	-5
0.11667	-5
0.12500	-5
0.13333	-5
0.14167	-6
0.15000	-6
0.15833	-6
0.16667	-6
0.17500	-6
0.18333	-7
0.19167	-7
0.20000	-8
0.20833	-8
0.21667	-8
0.22500	-9
0.23333	-9
0.24167	-9
0.25000	-9
0.25833	-10
0.26667	-10
0.27500	-11
0.28333	-11
0.29167	-12
0.30000	-12
0.30833	-13
0.31667	-13
0.32500	-13
0.33333	-13
0.34167	-14
0.35000	-14
0.35833	-14
0.36667	-14
0.37500	-15
0.38333	-16
0.39167	-16
0.40000	-17
0.40833	-18
0.41667	-18
0.42500	-19
0.43333	-19
0.44167	-20
0.45000	-20
0.45833	-21
0.46667	-21
0.47500	-21
0.48333	-22
0.49167	-22
0.50000	-23
0.50833	-24
0.51667	-24
0.52500	-25
0.53333	-26
0.54167	-26
0.55000	-27
0.55833	-28
0.56667	-28
0.57500	-29
0.58333	-30
0.59167	-31
0.60000	-32
0.60833	-33
0.61667	-33
0.62500	-34
0.63333	-35
0.64167	-35
0.65000	-36
0.65833	-36
0.66667	-37
0.67500	-37
0.68333	-38
0.69167	-39
0.70000	-40
0.70833	-40
0.71667	-40
0.72500	-40
0.73333	-41
0.74167	-41
0.75000	-41
0.75833	-42
0.76667	-42
0.77500	-43
0.78333	-43
0.79167	-44
0.80000	-44
0.80833	-45
0.81667	-46
0.82500	-47
0.83333	-47
0.84167	-47
0.85000	-47
0.85833	-48
0.86667	-49
0.87500	-49
0.88333	-49
0.89167	-49
0.90000	-50
0.90833	-50
0.91667	-51
0.92500	-51
0.93333	-52
0.94167	-52
0.95000	-52
0.95833	-52
0.96667	-53
0.97500	-54
0.98333	-54
0.99167	-55
1.00000	-56
1.00833	-56
1.01667	-56
1.02500	-57
1.03333	-58
1.04167	-58
1.05000	-59
1.05833	-59
1.06667	-59
1.07500	-59
1.08333	-60
1.09167	-60
1.10000	-61
1.10833	-61
1.11667	-62
1.12500	-62
1.13333	-62
1.14167	-63
1.15000	-63
1.15833	-64
1.16667	-64
1.17500	-64
1.18333	-65
1.19167	-65
1.20000	-65
1.20833	-66
1.21667	-66
1.22500	-67
1.23333	-68
1.24167	-68
1.25000	-68
1.25833	-68
1.26667	-69
1.27500	-69
1.28333	-70
1.29167	-70
1.30000	-70
1.30833	-70
1.31667	-70
1.32500	-71
1.33333	-71
1.34167	-72
1.35000	-73
1.35833	-73
1.36667	-73
1.37500	-73
1.38333	-73
1.39167	-74
1.40000	-74
1.40833	-74
1.41667	-74
1.42500	-74
1.43333	-75
1.44167	-76
1.45000	-76
1.45833	-77
1.46667	-77
1.47500	-77
1.48333	-77
1.49167	-77
1.50000	-78
1.50833	-79
1.51667	-79
1.52500	-80
1.53333	-80
1.54167	-80
1.55000	-80
1.55833	-80
1.56667	-80
1.57500	-81
1.58333	-81
1.59167	-82
1.60000	-82
1.60833	-82
1.61667	-82
1.62500	-83
1.63333	-83
1.64167	-83
1.65000	-83
1.65833	-83
1.66667	-83
1.67500	-84
1.68333	-84
1.69167	-84
1.70000	-85
1.70833	-85
1.71667	-85
1.72500	-86
1.73333	-86
1.74167	-87
1.75000	-87
1.75833	-88
1.76667	-88
1.77500	-88
1.78333	-88
1.79167	-88
1.80000	-89
1.80833	-89
1.81667	-89
1.82500	-90
1.83333	-90
1.84167	-90
1.85000	-90
1.85833	-91
1.86667	-91
1.87500	-91
1.88333	-91
1.89167	-91
1.90000	-91
1.90833	-91
1.91667	-91
1.92500	-91
1.93333	-91
1.94167	-92
1.95000	-92
1.95833	-92
1.96667	-92
1.97500	-92
1.98333	-92
1.99167	-92
2.00000	-92
2.00833	-93
2.01667	-93
2.02500	-93
2.03333	-94
2.04167	-94
2.05000	-94
2.05833	-93
2.06667	-93
2.07500	-93
2.08333	-93
2.09167	-94
2.10000	-93
2.10833	-93
2.11667	-93
2.12500	-93
2.13333	-93
2.14167	-93
2.15000	-93
2.15833	-94
2.16667	-94
2.17500	-94
2.18333	-93
2.19167	-93
2.20000	-94
2.20833	-94
2.21667	-93
2.22500	-94
2.23333	-93
2.24167	-93
2.25000	-93
2.25833	-93
2.26667	-92
2.27500	-92
2.28333	-91
2.29167	-91
2.30000	-90
2.30833	-90
2.31667	-89
2.32500	-87
2.33333	-86
2.34167	-85
2.35000	-84
2.35833	-83
2.36667	-81
2.37500	-80
2.38333	-79
2.39167	-77
2.40000	-76
2.40833	-74
2.41667	-72
2.42500	-69
2.43333	-67
2.44167	-65
2.45000	-62
2.45833	-60
2.46667	-58
2.47500	-55
2.48333	-52
2.49167	-49
2.50000	-45
2.50833	-41
2.51667	-37
2.52500	-33
2.53333	-28
2.54167	-23
2.55000	-18
2.55833	-13
2.56667	-8
2.57500	-2
2.58333	4
2.59167	10
2.60000	17
2.60833	24
2.61667	31
2.62500	39
2.63333	47
2.64167	56
2.65000	65
2.65833	75
2.66667	85
2.67500	96
2.68333	107
2.69167	119
2.70000	132
2.70833	145
2.71667	159
2.72500	174
2.73333	190
2.74167	206
2.75000	224
2.75833	242
2.76667	261
2.77500	281
2.78333	302
2.79167	324
2.80000	348
2.80833	373
2.81667	400
2.82500	427
2.83333	456
2.84167	486
2.85000	518
2.85833	552
2.86667	588
2.87500	625
2.88333	664
2.89167	705
2.90000	748
2.90833	793
2.91667	840
2.92500	889
2.93333	941
2.94167	995
2.95000	1051
2.95833	1110
2.96667	1171
2.97500	1235
2.98333	1300
2.99167	1369
3.00000	1440
3.00833	1515
3.01667	1591
3.02500	1670
3.03333	1751
3.04167	1834
3.05000	1920
3.05833	2008
3.06667	2097
3.07500	2189
3.08333	2282
3.09167	2377
3.10000	2474
3.10833	2572
3.11667	2671
3.12500	2770
3.13333	2870
3.14167	2970
3.15000	3069
