R.Time (min)	Intensity
0.00000	-32
0.00833	-32
0.01667	-0
0.02500	-1
0.03333	-2
0.04167	-3
0.05000	-4
0.05833	-5
0.06667	-6
0.07500	-6
0.08333	-7
0.09167	-7
0.10000	-8
0.10833	-8
0.11667	-9
0.12500	-9
0.13333	-10
0.14167	-10
0.15000	-11
0.15833	-11
0.16667	-12
0.17500	-13
0.18333	-14
0.19167	-15
0.20000	-15
0.20833	-16
0.21667	-17
0.22500	-17
0.23333	-18
0.24167	-19
0.25000	-19
0.25833	-20
0.26667	-20
0.27500	-21
0.28333	-21
0.29167	-22
0.30000	-22
0.30833	-22
0.31667	-22
0.32500	-23
0.33333	-24
0.34167	-24
0.35000	-25
0.35833	-25
0.36667	-26
0.37500	-26
0.38333	-27
0.39167	-27
0.40000	-28
0.40833	-28
0.41667	-29
0.42500	-30
0.43333	-31
0.44167	-31
0.45000	-32
0.45833	-33
0.46667	-33
0.47500	-34
0.48333	-34
0.49167	-35
0.50000	-36
0.50833	-36
0.51667	-37
0.52500	-37
0.53333	-37
0.54167	-37
0.55000	-38
0.55833	-38
0.56667	-39
0.57500	-40
0.58333	-40
0.59167	-41
0.60000	-42
0.60833	-42
0.61667	-43
0.62500	-43
0.63333	-44
0.64167	-45
0.65000	-45
0.65833	-46
0.66667	-46
0.67500	-46
0.68333	-47
0.69167	-47
0.70000	-47
0.70833	-47
0.71667	-48
0.72500	-49
0.73333	-49
0.74167	-50
0.75000	-50
0.75833	-51
0.76667	-51
0.77500	-51
0.78333	-51
0.79167	-51
0.80000	-51
0.80833	-51
0.81667	-52
0.82500	-52
0.83333	-53
0.84167	-54
0.85000	-54
0.85833	-55
0.86667	-55
0.87500	-56
0.88333	-57
0.89167	-58
0.90000	-58
0.90833	-58
0.91667	-59
0.92500	-59
0.93333	-59
0.94167	-59
0.95000	-60
0.95833	-60
0.96667	-61
0.97500	-61
0.98333	-62
0.99167	-62
1.00000	-63
1.00833	-63
1.01667	-63
1.02500	-64
1.03333	-64
1.04167	-65
1.05000	-66
1.05833	-66
1.06667	-66
1.07500	-67
1.08333	-67
1.09167	-67
1.10000	-68
1.10833	-69
1.11667	-69
1.12500	-69
1.13333	-70
1.14167	-70
1.15000	-71
1.15833	-72
1.16667	-72
1.17500	-72
1.18333	-73
1.19167	-73
1.20000	-73
1.20833	-74
1.21667	-75
1.22500	-75
1.23333	-76
1.24167	-76
1.25000	-76
1.25833	-76
1.26667	-77
1.27500	-77
1.28333	-77
1.29167	-77
1.30000	-78
1.30833	-79
1.31667	-79
1.32500	-79
1.33333	-79
1.34167	-80
1.35000	-80
1.35833	-81
1.36667	-82
1.37500	-82
1.38333	-82
1.39167	-83
1.40000	-83
1.40833	-83
1.41667	-83
1.42500	-83
1.43333	-83
1.44167	-83
1.45000	-83
1.45833	-84
1.46667	-84
1.47500	-85
1.48333	-85
1.49167	-85
1.50000	-85
1.50833	-86
1.51667	-86
1.52500	-87
1.53333	-87
1.54167	-87
1.55000	-88
1.55833	-88
1.56667	-89
1.57500	-89
1.58333	-90
1.59167	-90
1.60000	-90
1.60833	-90
1.61667	-90
1.62500	-91
1.63333	-91
1.64167	-91
1.65000	-91
1.65833	-91
1.66667	-91
1.67500	-91
1.68333	-91
1.69167	-91
1.70000	-92
1.70833	-92
1.71667	-92
1.72500	-93
1.73333	-93
1.74167	-93
1.75000	-93
1.75833	-94
1.76667	-94
1.77500	-95
1.78333	-95
1.79167	-96
1.80000	-95
1.80833	-95
1.81667	-95
1.82500	-96
1.83333	-96
1.84167	-96
1.85000	-97
1.85833	-97
1.86667	-98
1.87500	-98
1.88333	-98
1.89167	-98
1.90000	-98
1.90833	-98
1.91667	-98
1.92500	-98
1.93333	-98
1.94167	-98
1.95000	-98
1.95833	-98
1.96667	-99
1.97500	-99
1.98333	-99
1.99167	-99
2.00000	-99
2.00833	-100
2.01667	-100
2.02500	-100
2.03333	-100
2.04167	-101
2.05000	-100
2.05833	-100
2.06667	-100
2.07500	-100
2.08333	-100
2.09167	-100
2.10000	-100
2.10833	-101
2.11667	-101
2.12500	-101
2.13333	-101
2.14167	-101
2.15000	-101
2.15833	-101
2.16667	-101
2.17500	-101
2.18333	-101
2.19167	-101
2.20000	-101
2.20833	-101
2.21667	-101
2.22500	-101
2.23333	-101
2.24167	-100
2.25000	-100
2.25833	-99
2.26667	-99
2.27500	-99
2.28333	-99
2.29167	-98
2.30000	-98
2.30833	-97
2.31667	-96
2.32500	-95
2.33333	-93
2.34167	-92
2.35000	-91
2.35833	-90
2.36667	-89
2.37500	-88
2.38333	-86
2.39167	-85
2.40000	-83
2.40833	-81
2.41667	-79
2.42500	-77
2.43333	-75
2.44167	-73
2.45000	-70
2.45833	-68
2.46667	-65
2.47500	-63
2.48333	-60
2.49167	-57
2.50000	-53
2.50833	-49
2.51667	-45
2.52500	-40
2.53333	-36
2.54167	-31
2.55000	-27
2.55833	-21
2.56667	-16
2.57500	-10
2.58333	-4
2.59167	3
2.60000	10
2.60833	18
2.61667	25
2.62500	33
2.63333	41
2.64167	50
2.65000	59
2.65833	69
2.66667	80
2.67500	91
2.68333	102
2.69167	114
2.70000	127
2.70833	140
2.71667	154
2.72500	169
2.73333	184
2.74167	200
2.75000	218
2.75833	236
2.76667	255
2.77500	275
2.78333	296
2.79167	318
2.80000	342
2.80833	366
2.81667	391
2.82500	419
2.83333	447
2.84167	477
2.85000	509
2.85833	542
2.86667	576
2.87500	613
2.88333	651
2.89167	691
2.90000	734
2.90833	778
2.91667	824
2.92500	872
2.93333	922
2.94167	975
2.95000	1030
2.95833	1088
2.96667	1148
2.97500	1210
2.98333	1274
2.99167	1341
3.00000	1410
3.00833	1482
3.01667	1556
3.02500	1632
3.03333	1711
3.04167	1791
3.05000	1874
3.05833	1959
3.06667	2046
3.07500	2134
3.08333	2224
3.09167	2315
3.10000	2408
3.10833	2501
3.11667	2595
3.12500	2690
3.13333	2785
3.14167	2880
3.15000	2975
3.15833	3069
3.16667	3162
3.17500	3254
3.18333	3345
3.19167	3434
3.20000	3521
3.20833	3605
3.21667	3687
3.22500	3766
3.23333	3842
3.24167	3913
3.25000	3981
3.25833	4045
3.26667	4104
3.27500	4158
3.28333	4207
3.29167	4251
3.30000	4290
3.30833	4323
3.31667	4351
3.32500	4372
3.33333	4388
3.34167	4398
3.35000	4402
3.35833	4400
3.36667	4392
3.37500	4378
3.38333	4358
3.39167	4331
3.40000	4300
3.40833	4263
3.41667	4221
3.42500	4173
3.43333	4120
3.44167	4063
3.45000	4002
3.45833	3936
3.46667	3865
3.47500	3792
3.48333	3714
3.49167	3634
3.50000	3551
3.50833	3464
3.51667	3376
3.52500	3287
3.53333	3195
3.54167	3103
3.55000	3009
3.55833	2915
3.56667	2820
3.57500	2725
3.58333	2630
3.59167	2536
3.60000	2441
3.60833	2348
3.61667	2256
3.62500	2165
3.63333	2076
3.64167	1988
3.65000	1902
3.65833	1818
3.66667	1735
3.67500	1654
3.68333	1576
3.69167	1500
3.70000	1427
3.70833	1356
3.71667	1287
3.72500	1221
3.73333	1157
3.74167	1095
3.75000	1036
3.75833	980
3.76667	925
3.77500	873
3.78333	824
3.79167	777
3.80000	732
3.80833	690
3.81667	650
3.82500	611
3.83333	574
3.84167	539
3.85000	506
3.85833	475
3.86667	446
3.87500	419
3.88333	394
3.89167	370
3.90000	347
3.90833	326
3.91667	307
3.92500	288
3.93333	271
3.94167	254
3.95000	239
3.95833	224
3.96667	211
3.97500	198
3.98333	187
3.99167	176
4.00000	165
4.00833	155
4.01667	146
4.02500	137
4.03333	129
4.04167	121
4.05000	114
4.05833	107
4.06667	101
4.07500	95
4.08333	88
4.09167	82
4.10000	76
4.10833	71
4.11667	66
4.12500	60
4.13333	55
4.14167	50
4.15000	46
4.15833	41
4.16667	37
4.17500	32
4.18333	28
4.19167	23
4.20000	19
4.20833	14
4.21667	10
4.22500	6
4.23333	2
4.24167	-3
4.25000	-7
4.25833	-11
4.26667	-15
4.27500	-19
4.28333	-23
4.29167	-27
4.30000	-31
4.30833	-34
4.31667	-38
4.32500	-42
4.33333	-46
4.34167	-49
4.35000	-52
4.35833	-55
4.36667	-58
4.37500	-60
4.38333	-63
4.39167	-65
4.40000	-68
4.40833	-70
4.41667	-73
4.42500	-75
4.43333	-78
4.44167	-80
4.45000	-82
4.45833	-85
4.46667	-87
4.47500	-88
4.48333	-90
4.49167	-92
4.50000	-93
4.50833	-95
4.51667	-96
4.52500	-98
4.53333	-99
4.54167	-100
4.55000	-102
4.55833	-102
4.56667	-103
4.57500	-103
4.58333	-104
4.59167	-104
4.60000	-105
4.60833	-105
4.61667	-106
4.62500	-106
4.63333	-106
4.64167	-106
4.65000	-106
4.65833	-105
4.66667	-105
4.67500	-105
4.68333	-104
4.69167	-104
4.70000	-103
4.70833	-103
4.71667	-103
4.72500	-102
4.73333	-102
4.74167	-102
4.75000	-101
4.75833	-101
4.76667	-100
4.77500	-99
4.78333	-99
4.79167	-99
4.80000	-98
4.80833	-97
4.81667	-97
4.82500	-97
4.83333	-97
4.84167	-96
4.85000	-96
4.85833	-96
4.86667	-95
4.87500	-94
4.88333	-94
4.89167	-93
4.90000	-92
4.90833	-92
4.91667	-91
4.92500	-91
4.93333	-90
4.94167	-90
4.95000	-89
4.95833	-88
4.96667	-88
4.97500	-88
4.98333	-88
4.99167	-87
5.00000	-87
5.00833	-86
5.01667	-86
5.02500	-85
5.03333	-85
5.04167	-84
5.05000	-84
5.05833	-84
5.06667	-84
5.07500	-84
5.08333	-84
5.09167	-84
5.10000	-85
5.10833	-85
5.11667	-85
5.12500	-86
5.13333	-86
5.14167	-87
5.15000	-87
5.15833	-87
5.16667	-87
5.17500	-87
5.18333	-88
5.19167	-88
5.20000	-89
5.20833	-89
5.21667	-90
5.22500	-91
5.23333	-91
5.24167	-92
5.25000	-92
5.25833	-92
5.26667	-92
5.27500	-92
5.28333	-92
5.29167	-92
5.30000	-92
5.30833	-92
5.31667	-92
5.32500	-93
5.33333	-93
5.34167	-93
5.35000	-94
5.35833	-95
5.36667	-96
5.37500	-97
5.38333	-98
5.39167	-99
5.40000	-100
5.40833	-101
5.41667	-102
5.42500	-103
5.43333	-104
5.44167	-104
5.45000	-105
5.45833	-106
5.46667	-107
5.47500	-108
5.48333	-108
5.49167	-109
5.50000	-109
5.50833	-109
5.51667	-110
5.52500	-110
5.53333	-110
5.54167	-111
5.55000	-111
5.55833	-111
5.56667	-111
5.57500	-112
5.58333	-112
5.59167	-113
5.60000	-114
5.60833	-114
5.61667	-114
5.62500	-115
5.63333	-115
5.64167	-115
5.65000	-116
5.65833	-117
5.66667	-118
5.67500	-120
5.68333	-121
5.69167	-122
5.70000	-122
5.70833	-123
5.71667	-123
5.72500	-124
5.73333	-124
5.74167	-124
5.75000	-125
5.75833	-125
5.76667	-126
5.77500	-126
5.78333	-127
5.79167	-127
5.80000	-127
5.80833	-127
5.81667	-128
5.82500	-128
5.83333	-128
5.84167	-129
5.85000	-128
5.85833	-128
5.86667	-128
5.87500	-128
5.88333	-128
5.89167	-127
5.90000	-127
5.90833	-127
5.91667	-128
5.92500	-127
5.93333	-127
5.94167	-128
5.95000	-128
5.95833	-129
5.96667	-130
5.97500	-130
5.98333	-130
5.99167	-131
6.00000	-131
6.00833	-132
6.01667	-132
6.02500	-133
6.03333	-133
6.04167	-133
6.05000	-133
6.05833	-133
6.06667	-133
6.07500	-133
6.08333	-134
6.09167	-134
6.10000	-134
6.10833	-134
6.11667	-133
6.12500	-133
6.13333	-133
6.14167	-133
6.15000	-132
6.15833	-132
6.16667	-132
6.17500	-133
6.18333	-133
6.19167	-132
6.20000	-132
6.20833	-131
6.21667	-131
6.22500	-131
6.23333	-131
6.24167	-131
6.25000	-131
6.25833	-132
6.26667	-132
6.27500	-132
6.28333	-132
6.29167	-132
6.30000	-132
6.30833	-133
6.31667	-133
6.32500	-133
6.33333	-133
6.34167	-134
6.35000	-134
6.35833	-134
6.36667	-134
6.37500	-134
6.38333	-135
6.39167	-135
6.40000	-135
6.40833	-135
6.41667	-136
6.42500	-136
6.43333	-136
6.44167	-135
6.45000	-135
6.45833	-134
6.46667	-134
6.47500	-134
6.48333	-134
6.49167	-133
6.50000	-133
6.50833	-133
6.51667	-134
6.52500	-134
6.53333	-134
6.54167	-134
6.55000	-134
6.55833	-134
6.56667	-134
6.57500	-134
6.58333	-134
6.59167	-135
6.60000	-135
6.60833	-135
