R.Time (min)	Intensity
0.00000	-51
0.00833	-51
0.01667	-6
0.02500	-1
0.03333	-1
0.04167	-2
0.05000	-2
0.05833	-3
0.06667	-4
0.07500	-5
0.08333	-5
0.09167	-6
0.10000	-7
0.10833	-7
0.11667	-8
0.12500	-9
0.13333	-10
0.14167	-11
0.15000	-12
0.15833	-12
0.16667	-13
0.17500	-13
0.18333	-14
0.19167	-14
0.20000	-15
0.20833	-15
0.21667	-15
0.22500	-15
0.23333	-15
0.24167	-16
0.25000	-16
0.25833	-16
0.26667	-17
0.27500	-18
0.28333	-18
0.29167	-19
0.30000	-20
0.30833	-21
0.31667	-22
0.32500	-22
0.33333	-23
0.34167	-24
0.35000	-25
0.35833	-25
0.36667	-25
0.37500	-25
0.38333	-26
0.39167	-26
0.40000	-26
0.40833	-27
0.41667	-28
0.42500	-29
0.43333	-29
0.44167	-30
0.45000	-30
0.45833	-31
0.46667	-32
0.47500	-32
0.48333	-33
0.49167	-34
0.50000	-34
0.50833	-35
0.51667	-36
0.52500	-37
0.53333	-38
0.54167	-39
0.55000	-40
0.55833	-41
0.56667	-41
0.57500	-42
0.58333	-43
0.59167	-44
0.60000	-44
0.60833	-45
0.61667	-46
0.62500	-46
0.63333	-47
0.64167	-48
0.65000	-48
0.65833	-49
0.66667	-49
0.67500	-50
0.68333	-51
0.69167	-51
0.70000	-51
0.70833	-52
0.71667	-53
0.72500	-53
0.73333	-54
0.74167	-55
0.75000	-56
0.75833	-56
0.76667	-57
0.77500	-58
0.78333	-58
0.79167	-59
0.80000	-59
0.80833	-59
0.81667	-60
0.82500	-60
0.83333	-61
0.84167	-61
0.85000	-62
0.85833	-63
0.86667	-63
0.87500	-64
0.88333	-64
0.89167	-65
0.90000	-65
0.90833	-65
0.91667	-66
0.92500	-66
0.93333	-67
0.94167	-67
0.95000	-68
0.95833	-68
0.96667	-69
0.97500	-69
0.98333	-70
0.99167	-71
1.00000	-72
1.00833	-72
1.01667	-73
1.02500	-73
1.03333	-74
1.04167	-74
1.05000	-74
1.05833	-75
1.06667	-75
1.07500	-76
1.08333	-77
1.09167	-78
1.10000	-78
1.10833	-78
1.11667	-79
1.12500	-79
1.13333	-80
1.14167	-80
1.15000	-80
1.15833	-80
1.16667	-81
1.17500	-81
1.18333	-81
1.19167	-82
1.20000	-82
1.20833	-83
1.21667	-83
1.22500	-84
1.23333	-84
