R.Time (min)	Intensity
0.00000	-15
0.00833	-15
0.01667	-0
0.02500	-0
0.03333	0
0.04167	0
0.05000	-0
0.05833	-1
0.06667	-2
0.07500	-2
0.08333	-3
0.09167	-3
0.10000	-2
0.10833	-2
0.11667	-2
0.12500	-2
0.13333	-2
0.14167	-2
0.15000	-2
0.15833	-2
0.16667	-3
0.17500	-3
0.18333	-3
0.19167	-4
0.20000	-4
0.20833	-4
0.21667	-4
0.22500	-5
0.23333	-5
0.24167	-6
0.25000	-6
0.25833	-7
0.26667	-7
0.27500	-7
0.28333	-8
0.29167	-8
0.30000	-8
0.30833	-8
0.31667	-9
0.32500	-9
0.33333	-10
0.34167	-10
0.35000	-10
0.35833	-10
0.36667	-10
0.37500	-10
0.38333	-11
0.39167	-11
0.40000	-12
0.40833	-12
0.41667	-12
0.42500	-12
0.43333	-13
0.44167	-13
0.45000	-13
0.45833	-13
0.46667	-14
0.47500	-14
0.48333	-14
0.49167	-15
0.50000	-15
0.50833	-15
0.51667	-15
0.52500	-16
0.53333	-16
0.54167	-16
0.55000	-16
0.55833	-16
0.56667	-16
0.57500	-16
0.58333	-16
0.59167	-17
0.60000	-17
0.60833	-17
0.61667	-17
0.62500	-17
0.63333	-17
0.64167	-17
0.65000	-17
0.65833	-17
0.66667	-17
0.67500	-17
0.68333	-17
0.69167	-17
0.70000	-17
0.70833	-17
0.71667	-17
0.72500	-17
0.73333	-17
0.74167	-17
0.75000	-18
0.75833	-18
0.76667	-18
0.77500	-18
0.78333	-18
0.79167	-19
0.80000	-19
0.80833	-20
0.81667	-20
0.82500	-21
0.83333	-21
0.84167	-21
0.85000	-21
0.85833	-21
0.86667	-21
0.87500	-22
0.88333	-21
0.89167	-21
0.90000	-22
0.90833	-22
0.91667	-23
0.92500	-23
0.93333	-23
0.94167	-23
0.95000	-23
0.95833	-24
0.96667	-24
0.97500	-24
0.98333	-25
0.99167	-25
1.00000	-26
1.00833	-26
1.01667	-26
1.02500	-26
1.03333	-26
1.04167	-26
1.05000	-26
1.05833	-26
1.06667	-27
1.07500	-27
1.08333	-27
1.09167	-27
1.10000	-27
1.10833	-27
1.11667	-27
1.12500	-28
1.13333	-28
1.14167	-28
1.15000	-28
1.15833	-28
1.16667	-28
1.17500	-28
1.18333	-28
1.19167	-28
1.20000	-29
1.20833	-29
1.21667	-29
1.22500	-30
1.23333	-30
1.24167	-30
1.25000	-29
1.25833	-29
1.26667	-28
1.27500	-28
1.28333	-29
1.29167	-29
1.30000	-29
1.30833	-29
1.31667	-29
1.32500	-29
1.33333	-29
1.34167	-28
1.35000	-28
